model_layer,slab_budget,measured_bytes_per_position,projected_behavioral_cost,measured_kl_at_budget,mean_exact_fallback_routes
72,72,38707200,0.010550440979249759,,0.0
72,96,51609600,0.005137097117384843,0.005137097117384843,0.0
72,120,64512000,0.0022236816440670496,,0.0
72,144,77414400,0.000749017349071844,,0.0
72,168,90316800,0.0001287192236757055,,0.0
72,192,103219200,2.807827928059799e-33,,0.0
73,24,13305600,0.026167538086166727,,0.0625
73,48,26208000,0.012655539839984579,,0.0625
73,72,39110400,0.006369033664119703,,0.0625
73,96,52012800,0.00307612370730638,0.0030761237073063806,0.0625
73,120,64915200,0.0013189341472927706,,0.0625
73,144,77817600,0.00043387119114796975,,0.0625
73,168,90720000,7.150709616307484e-05,,0.0625
73,192,103219200,2.6819942258113768e-33,,0.0625
74,24,12902400,0.09550067525112642,,0.0
74,48,25804800,0.044816278742930045,,0.0
74,72,38707200,0.02164642235116337,,0.0
74,96,51609600,0.010085505017464849,0.010085505017464849,0.0
74,120,64512000,0.004217523843168466,,0.0
74,144,77414400,0.001388517708831074,,0.0
74,168,90316800,0.00023919183879932986,,0.0
74,192,103219200,1.0147516947559758e-32,,0.0
75,24,12902400,0.022355920832545194,,0.0
75,48,25804800,0.011198592858055786,,0.0
75,72,38707200,0.005745331699902074,,0.0
75,96,51609600,0.002835714674044953,0.002835714674044953,0.0
75,120,64512000,0.0012558980307402709,,0.0
75,144,77414400,0.00043479616369567853,,0.0
75,168,90316800,7.79496104936077e-05,,0.0
75,192,103219200,1.9068797485687e-33,,0.0
76,24,13305600,0.012441600503041335,,0.0625
76,48,26208000,0.00595815008960743,,0.0625
76,72,39110400,0.0029810751893825514,,0.0625
76,96,52012800,0.0014420932188897082,0.0014420932188897084,0.0625
76,120,64915200,0.0006232919194690355,,0.0625
76,144,77817600,0.0002100115698650579,,0.0625
76,168,90720000,3.708019683973993e-05,,0.0625
76,192,103219200,1.070828736478921e-33,,0.0625
77,24,13305600,0.008860371075686331,,0.0625
77,48,26208000,0.004298447305282504,,0.0625
77,72,39110400,0.002140497365215404,,0.0625
77,96,52012800,0.0010138687459380876,0.0010138687459380878,0.0625
77,120,64915200,0.000424055881257961,,0.0625
77,144,77817600,0.00013623854567444203,,0.0625
77,168,90720000,2.211493021264989e-05,,0.0625
77,192,103219200,5.781850987572506e-34,,0.0625
78,24,12902400,0.010122687681166477,,0.0
78,48,25804800,0.004937735246098102,,0.0
78,72,38707200,0.00246810259873447,,0.0
78,96,51609600,0.0011793539548135736,0.0011793539548135736,0.0
78,120,64512000,0.0005017231992828031,,0.0
78,144,77414400,0.00016611118736589063,,0.0
78,168,90316800,2.8215806257751382e-05,,0.0
78,192,103219200,6.563368145343831e-34,,0.0
79,24,12902400,0.050382063904491674,,0.0
79,48,25804800,0.02485567560555147,,0.0
79,72,38707200,0.012806671130165261,,0.0
79,96,51609600,0.006313589059464688,0.006313589059464688,0.0
79,120,64512000,0.00276054404943034,,0.0
79,144,77414400,0.00093355682439624,,0.0
79,168,90316800,0.00015845747493366792,,0.0
79,192,103219200,3.818303603029312e-33,,0.0
80,24,12902400,0.01811420004713944,,0.0
80,48,25804800,0.009217837772823438,,0.0
80,72,38707200,0.004742165042387613,,0.0
80,96,51609600,0.002314123307760683,0.002314123307760683,0.0
80,120,64512000,0.0010060671636099234,,0.0
80,144,77414400,0.00034371271939238754,,0.0
80,168,90316800,6.256274317150073e-05,,0.0
80,192,103219200,1.611204690274775e-33,,0.0
81,24,12902400,0.015103425484733625,,0.0
81,48,25804800,0.008055290310321211,,0.0
81,72,38707200,0.004170293031899223,,0.0
81,96,51609600,0.002012033614998239,0.0020120336149982393,0.0
81,120,64512000,0.0008492835293145111,,0.0
81,144,77414400,0.0002758920145208122,,0.0
81,168,90316800,4.6152135701365565e-05,,0.0
81,192,103219200,8.795033179610041e-34,,0.0
82,24,12902400,0.057856030538064075,,0.0
82,48,25804800,0.031093789076430237,,0.0
82,72,38707200,0.016617576840749444,,0.0
82,96,51609600,0.008330232742194237,0.008330232742194235,0.0
82,120,64512000,0.0036632364471048742,,0.0
82,144,77414400,0.0012437313021796414,,0.0
82,168,90316800,0.00022070062145496748,,0.0
82,192,103219200,2.7916624157697736e-33,,0.0
83,24,14501760,0.019317829070513208,,0.03125
83,48,28780416,0.011183766280007987,,0.03125
83,72,43059072,0.00633664346355976,,0.03125
83,96,57337728,0.0033471043190682163,0.003347104319068216,0.03125
83,120,71616384,0.0015445884285045178,,0.03125
83,144,85895040,0.0005484315476316996,,0.03125
83,168,100173696,0.00010197057351149154,,0.03125
83,192,114229248,1.1986470346356122e-33,,0.03125
84,24,13910400,0.0039564739124729065,,0.15625
84,48,26812800,0.0020579762459820438,,0.15625
84,72,39715200,0.0011027073698407725,,0.15625
84,96,52617600,0.0005666977962967161,0.0005666977962967161,0.15625
84,120,65520000,0.0002589314928437283,,0.15625
84,144,78422400,9.243743970462663e-05,,0.15625
84,168,91324800,1.7287656286825993e-05,,0.15625
84,192,103219200,2.3826333264015164e-34,,0.15625
85,24,12902400,0.008895120117030482,,0.0
85,48,25804800,0.004578341892095231,,0.0
85,72,38707200,0.002429022195057728,,0.0
85,96,51609600,0.001230531913073158,0.001230531913073158,0.0
85,120,64512000,0.0005514276775683954,,0.0
85,144,77414400,0.00019052184010361133,,0.0
85,168,90316800,3.326523740432828e-05,,0.0
85,192,103219200,6.280633728097512e-34,,0.0
86,24,12902400,0.008879706795893507,,0.0
86,48,25804800,0.004692739256393673,,0.0
86,72,38707200,0.0025071512618443288,,0.0
86,96,51609600,0.0012674121027543806,0.0012674121027543804,0.0
86,120,64512000,0.0005640265190819996,,0.0
86,144,77414400,0.0001937678068828545,,0.0
86,168,90316800,3.414711275294514e-05,,0.0
86,192,103219200,7.2753490855233726e-34,,0.0
87,24,12902400,0.042293297128843665,,0.0
87,48,25804800,0.022442079141258224,,0.0
87,72,38707200,0.011863064928993142,,0.0
87,96,51609600,0.005904823770942933,0.005904823770942933,0.0
87,120,64512000,0.0026027156626210715,,0.0
87,144,77414400,0.0008916924079374129,,0.0
87,168,90316800,0.00016207810588089763,,0.0
87,192,103219200,2.704301290410807e-33,,0.0
88,24,12902400,0.002840845599155222,,0.0
88,48,25804800,0.0015082473549947236,,0.0
88,72,38707200,0.0007990189005912284,,0.0
88,96,51609600,0.0003979588757890839,0.0003979588757890839,0.0
88,120,64512000,0.00017385810894964232,,0.0
88,144,77414400,5.858610193479272e-05,,0.0
88,168,90316800,1.0267015020497558e-05,,0.0
88,192,103219200,1.8397032854304282e-34,,0.0
89,24,12902400,0.0050379026227764905,,0.0
89,48,25804800,0.0027872585279761753,,0.0
89,72,38707200,0.0015106477322965259,,0.0
89,96,51609600,0.000758806440579626,0.000758806440579626,0.0
89,120,64512000,0.00033108134717216666,,0.0
89,144,77414400,0.00011106529005951941,,0.0
89,168,90316800,1.9447064668625054e-05,,0.0
89,192,103219200,2.9471085733514214e-34,,0.0
90,24,12902400,0.02679672240146598,,0.0
90,48,25804800,0.014272459838012912,,0.0
90,72,38707200,0.007580344699408007,,0.0
90,96,51609600,0.0037936009039808197,0.0037936009039808197,0.0
90,120,64512000,0.0016590661792013025,,0.0
90,144,77414400,0.0005553873103303028,,0.0
90,168,90316800,9.435251685703346e-05,,0.0
90,192,103219200,1.973585950588503e-33,,0.0
91,24,12902400,0.008100090776236255,,0.0
91,48,25804800,0.004542203835377354,,0.0
91,72,38707200,0.0025167710432527266,,0.0
91,96,51609600,0.0013022359879041143,0.0013022359879041143,0.0
91,120,64512000,0.0005859720690266988,,0.0
91,144,77414400,0.00020173791043195824,,0.0
91,168,90316800,3.5654864123382585e-05,,0.0
91,192,103219200,6.051715023837335e-34,,0.0
92,24,14278656,0.11963271681557625,,0.0
92,48,28557312,0.060292131256251415,,0.0
92,72,42835968,0.03016730118198822,,0.0
92,96,57114624,0.014350351386895648,0.014350351386895647,0.0
92,120,71393280,0.006057278611709579,,0.0
92,144,85671936,0.0020038136100961573,,0.0
92,168,99950592,0.00035831275886769764,,0.0
92,192,114229248,9.435922691660565e-33,,0.0
