model_layer,slab_budget,measured_bytes_per_position,projected_behavioral_cost,measured_kl_at_budget,mean_exact_fallback_routes
25,48,25804800,0.004802574833446591,,0.0
25,72,38707200,0.0030000580346355773,,0.0
25,96,51609600,0.0017470993504443977,0.001747099350444398,0.0
25,120,64512000,0.0009009704721821819,,0.0
25,144,77414400,0.00036828533171294573,,0.0
25,168,90316800,8.373619154914529e-05,,0.0
25,192,103219200,2.6113987602868594e-34,,0.0
26,24,12902400,0.007478749989859809,,0.0
26,48,25804800,0.004758104323727477,,0.0
26,72,38707200,0.00289293783402338,,0.0
26,96,51609600,0.0016236723470667233,0.001623672347066723,0.0
26,120,64512000,0.0007992306728385108,,0.0
26,144,77414400,0.00030792135963937336,,0.0
26,168,90316800,6.423252236958164e-05,,0.0
26,192,103219200,3.481515774971858e-34,,0.0
27,24,12902400,0.011507757901766762,,0.0
27,48,25804800,0.007395599372951486,,0.0
27,72,38707200,0.004553302438221887,,0.0
27,96,51609600,0.00259267713505151,0.0025926771350515097,0.0
27,120,64512000,0.0012954120083060934,,0.0
27,144,77414400,0.0005048134017638981,,0.0
27,168,90316800,0.00010580430482708369,,0.0
27,192,103219200,4.473839448413368e-34,,0.0
28,24,12902400,0.017218859109046088,,0.0
28,48,25804800,0.010665917900727007,,0.0
28,72,38707200,0.0063599491000992025,,0.0
28,96,51609600,0.0035364229101326355,0.003536422910132636,0.0
28,120,64512000,0.001745228055618887,,0.0
28,144,77414400,0.0006867028703318414,,0.0
28,168,90316800,0.00015196791564550959,,0.0
28,192,103219200,6.178365094043783e-34,,0.0
29,24,12902400,0.01957398286735727,,0.0
29,48,25804800,0.012081135619884638,,0.0
29,72,38707200,0.007159108853091998,,0.0
29,96,51609600,0.0039324594838684186,0.0039324594838684186,0.0
29,120,64512000,0.0019007009722429758,,0.0
29,144,77414400,0.0007188916248483692,,0.0
29,168,90316800,0.00014747700809743637,,0.0
29,192,103219200,1.0144422496497025e-33,,0.0
30,24,12902400,0.008838771398366274,,0.0
30,48,25804800,0.005238377135721073,,0.0
30,72,38707200,0.002987712879169056,,0.0
30,96,51609600,0.0015848136782879378,0.001584813678287938,0.0
