model_layer,slab_budget,measured_bytes_per_position,projected_behavioral_cost,measured_kl_at_budget,mean_exact_fallback_routes
60,72,58665600,0.0029552921698097977,,3.09375
60,96,71568000,0.001369790337425516,0.0013697903374255158,3.09375
60,120,84470400,0.0005345526828933842,,3.09375
60,144,95356800,0.00014592236849381412,,3.09375
60,168,101606400,1.671835049070887e-05,,3.09375
60,192,103219200,6.508461923358204e-34,,3.09375
61,24,30441600,0.03617314836458892,,2.71875
61,48,43344000,0.017285714815075643,,2.71875
61,72,56246400,0.008254783772893409,,2.71875
61,96,69148800,0.003588661725994363,0.003588661725994363,2.71875
61,120,82051200,0.0012985701215687945,,2.71875
61,144,94953600,0.0003190458561949325,,2.71875
61,168,102009600,3.144654918348098e-05,,2.71875
61,192,103219200,3.12479871096983e-33,,2.71875
62,24,29433600,0.00606701379211363,,2.5625
62,48,42336000,0.003021969768719669,,2.5625
62,72,55238400,0.0015074350735124155,,2.5625
62,96,68140800,0.0006933170657550458,0.0006933170657550457,2.5625
62,120,81043200,0.0002606639360035541,,2.5625
62,144,92937600,6.449017051011666e-05,,2.5625
62,168,101001600,5.947681170258324e-06,,2.5625
62,192,103219200,5.6890565616967726e-34,,2.5625
63,24,36691200,0.02707896435374585,,3.6875
63,48,49593600,0.011724823792122429,,3.6875
63,72,62496000,0.005436057555765301,,3.6875
63,96,75398400,0.00237850130309188,0.00237850130309188,3.6875
63,120,88099200,0.0008750382343671786,,3.6875
63,144,97372800,0.00021876268731948982,,3.6875
63,168,102211200,2.3383170852846176e-05,,3.6875
63,192,103219200,2.7332065298123053e-33,,3.6875
64,24,37699200,0.08396094269236659,,3.84375
64,48,50601600,0.03665271191298206,,3.84375
64,72,63504000,0.017418397071229542,,3.84375
64,96,76003200,0.0076969122752479,0.007696912275247901,3.84375
64,120,87494400,0.002814260750739757,,3.84375
64,144,96969600,0.0007100031186740545,,3.84375
64,168,102009600,7.509481859958815e-05,,3.84375
64,192,103219200,1.0868112175294092e-32,,3.84375
65,24,28224000,0.022664324783206635,,2.375
65,48,41126400,0.010532991377696433,,2.375
65,72,54028800,0.004994535351865208,,2.375
65,96,66931200,0.002207677220813711,0.002207677220813711,2.375
65,120,79833600,0.0008268452501642655,,2.375
65,144,91324800,0.00021660377179776806,,2.375
65,168,100195200,2.3133178101822722e-05,,2.375
65,192,103219200,1.6279393801989564e-33,,2.375
66,24,28828800,0.023537625578734796,,2.46875
66,48,41731200,0.011155103719161943,,2.46875
66,72,54633600,0.005435384505442537,,2.46875
66,96,67536000,0.0024906952864966183,0.0024906952864966183,2.46875
66,120,80438400,0.0009655481370694944,,2.46875
66,144,92736000,0.00026308647578799477,,2.46875
66,168,101001600,2.9431740568273257e-05,,2.46875
66,192,103219200,1.8362863063908402e-33,,2.46875
67,24,27820800,0.03126611941943098,,2.3125
67,48,40723200,0.014310423084895154,,2.3125
67,72,53625600,0.006678582447396561,,2.3125
67,96,66528000,0.002962778604550252,0.002962778604550252,2.3125
67,120,79430400,0.0011101709444780792,,2.3125
67,144,91929600,0.00028851910930594797,,2.3125
67,168,100396800,3.1610612717488634e-05,,2.3125
67,192,103219200,1.5782987622528837e-33,,2.3125
68,24,30820608,0.01814072743219616,,1.9375
68,48,46475520,0.007866019502213916,,1.9375
68,72,62130432,0.003493395704898528,,1.9375
68,96,77785344,0.0014896161607857582,0.001489616160785758,1.9375
68,120,93440256,0.000553714403788766,,1.9375
68,144,108850560,0.0001457883878125097,,1.9375
68,168,120836352,1.6037584747109026e-05,,1.9375
68,192,125239296,1.289189843546019e-33,,1.9375
69,24,27396096,0.012707323084915295,,1.5
69,48,43051008,0.006254728857874907,,1.5
69,72,58705920,0.003078866074285489,,1.5
69,96,74360832,0.001384575002810349,0.0013845750028103488,1.5
69,120,90015744,0.0005119935544256758,,1.5
69,144,105426048,0.00013256839045209195,,1.5
